index,pcm_t,pcm_h,SP4_t,SP4_h,SP6_t,SP6_h
1908,26.18118,-1.353557,26.20416,-0.9434844,26.20963,-1.027789
1909,26.19862,-1.353772,26.2206,-0.9443246,26.22638,-1.027738
1910,26.21429,-1.353987,26.23715,-0.9451328,26.2423,-1.027688
1911,26.23072,-1.354202,26.25346,-0.9459353,26.25834,-1.027637
1912,26.24688,-1.354418,26.2698,-0.9467369,26.27594,-1.027587
1913,26.26292,-1.354636,26.28596,-0.9475363,26.2919,-1.027536
1914,26.27949,-1.354853,26.30354,-0.9483407,26.30834,-1.027486
1915,26.2954,-1.35507,26.31913,-0.9491446,26.32475,-1.027436
1916,26.31264,-1.355287,26.33582,-0.9499462,26.34089,-1.027387
1917,26.32818,-1.355506,26.35234,-0.9507438,26.35841,-1.027337
1918,26.34542,-1.355728,26.36978,-0.9515418,26.37451,-1.027288
1919,26.36109,-1.355952,26.38551,-0.9523475,26.3906,-1.027239
1920,26.37836,-1.356176,26.40094,-0.9531566,26.40678,-1.02719
1921,26.39394,-1.356401,26.41748,-0.9539649,26.42286,-1.027141
1922,26.41089,-1.356628,26.43433,-0.9547754,26.43914,-1.027092
1923,26.42725,-1.356853,26.45126,-0.9555856,26.45424,-1.027044
1924,26.44386,-1.357079,26.4675,-0.9563972,26.4725,-1.026996
1925,26.46056,-1.357304,26.48377,-0.9572103,26.48868,-1.026948
1926,26.47669,-1.357528,26.50074,-0.9580345,26.50461,-1.026901
1927,26.49316,-1.357753,26.51618,-0.9589074,26.52112,-1.026855
1928,26.50977,-1.357978,26.53237,-0.9598572,26.53845,-1.026809
1929,26.52546,-1.358202,26.5485,-0.9609098,26.55461,-1.026763
1930,26.5419,-1.358427,26.56475,-0.9619568,26.57034,-1.026718
1931,26.55915,-1.358653,26.58213,-0.9629356,26.58674,-1.026673
1932,26.57585,-1.358878,26.59796,-0.9638199,26.60378,-1.026629
1933,26.59126,-1.359103,26.61396,-0.9646386,26.62016,-1.026585
1934,26.60739,-1.359327,26.63076,-0.9654611,26.63608,-1.026542
1935,26.62459,-1.359552,26.64736,-0.9662746,26.65305,-1.026499
1936,26.64131,-1.35978,26.66453,-0.9670869,26.67044,-1.026456
1937,26.65826,-1.36001,26.67948,-0.9678968,26.68557,-1.026414
1938,26.67378,-1.36024,26.69639,-0.9687084,26.70332,-1.026372
1939,26.68986,-1.36047,26.71286,-0.9695228,26.71872,-1.02633
1940,26.7062,-1.360701,26.72921,-0.9703376,26.73579,-1.026289
1941,26.72335,-1.36093,26.74594,-0.9711514,26.75159,-1.026248
1942,26.739,-1.36116,26.76128,-0.9719658,26.769,-1.026208
1943,26.75598,-1.361391,26.77855,-0.9727811,26.78422,-1.026168
1944,26.7727,-1.361622,26.7955,-0.9735932,26.80218,-1.026129
1945,26.78869,-1.361854,26.81122,-0.9744062,26.81748,-1.026091
1946,26.80494,-1.362086,26.82791,-0.975215,26.8337,-1.026052
1947,26.82146,-1.362318,26.84382,-0.9760218,26.85056,-1.026015
1948,26.83828,-1.36255,26.8601,-0.9768275,26.86736,-1.025978
1949,26.85478,-1.362782,26.87605,-0.9776391,26.88398,-1.025941
1950,26.8715,-1.363014,26.89365,-0.9784603,26.90024,-1.025906
1951,26.88754,-1.363245,26.91045,-0.9792969,26.91566,-1.02587
1952,26.90348,-1.363477,26.9264,-0.9801569,26.93276,-1.025835
1953,26.9208,-1.36371,26.94271,-0.9810605,26.94891,-1.025801
1954,26.93723,-1.363941,26.9584,-0.9820156,26.96587,-1.025768
1955,26.95278,-1.364174,26.97548,-0.9829864,26.982,-1.025735
1956,26.97032,-1.364411,26.9923,-0.983937,26.99805,-1.025702
1957,26.98697,-1.36465,27.00852,-0.9848438,27.0148,-1.02567
1958,27.00333,-1.36489,27.02454,-0.985705,27.03155,-1.025639
1959,27.02016,-1.365132,27.04078,-0.9865426,27.0475,-1.025608
1960,27.03507,-1.365376,27.0578,-0.9873671,27.06431,-1.025578
1961,27.05158,-1.365621,27.07438,-0.9882031,27.08024,-1.025548
1962,27.06848,-1.365868,27.0903,-0.9890555,27.09763,-1.025519
1963,27.08486,-1.366115,27.10626,-0.9899542,27.11375,-1.025491
1964,27.10164,-1.366362,27.1229,-0.9908231,27.12947,-1.025463
1965,27.11739,-1.36661,27.13868,-0.991647,27.14592,-1.025436
1966,27.13385,-1.366859,27.15633,-0.9924696,27.16297,-1.02541
1967,27.1507,-1.367107,27.17225,-0.993293,27.17915,-1.025384
1968,27.16606,-1.367356,27.18815,-0.9941188,27.19617,-1.025358
1969,27.18375,-1.367606,27.20594,-0.9949413,27.21263,-1.025334
1970,27.19915,-1.367861,27.2219,-0.9957614,27.2288,-1.02531
1971,27.21549,-1.368116,27.23801,-0.9965814,27.24508,-1.025287
1972,27.23262,-1.36837,27.25408,-0.9974026,27.26173,-1.025265
1973,27.24935,-1.368624,27.27072,-0.9982254,27.27795,-1.025243
1974,27.26556,-1.368878,27.28668,-0.9990486,27.29465,-1.025221
1975,27.28236,-1.369135,27.30273,-0.9998699,27.31142,-1.0252
1976,27.29881,-1.369392,27.31994,-1.000692,27.32761,-1.02518
1977,27.31524,-1.36965,27.33634,-1.001514,27.34454,-1.025161
1978,27.33186,-1.369907,27.35237,-1.002337,27.36031,-1.025142
1979,27.34818,-1.370163,27.37049,-1.003163,27.3766,-1.025124
1980,27.36368,-1.370418,27.3857,-1.003988,27.393,-1.025107
1981,27.38083,-1.370673,27.40243,-1.004815,27.40937,-1.02509
1982,27.39787,-1.370929,27.41912,-1.005651,27.4252,-1.025074
1983,27.41417,-1.371185,27.4343,-1.006502,27.44288,-1.025059
1984,27.43019,-1.37144,27.45107,-1.007338,27.45981,-1.025045
1985,27.44646,-1.371697,27.46815,-1.008191,27.4755,-1.025031
1986,27.46333,-1.371953,27.48412,-1.009037,27.49198,-1.025019
1987,27.47922,-1.372214,27.50041,-1.009871,27.5086,-1.025007
1988,27.49644,-1.372478,27.5171,-1.010704,27.52488,-1.024996
1989,27.51256,-1.372741,27.53314,-1.011534,27.54104,-1.024986
1990,27.52875,-1.373007,27.54996,-1.012363,27.55738,-1.024977
1991,27.54578,-1.373272,27.56689,-1.013197,27.57517,-1.024968
1992,27.56139,-1.37354,27.58294,-1.014033,27.59076,-1.02496
1993,27.57911,-1.37381,27.59906,-1.014866,27.607,-1.024953
1994,27.59545,-1.374082,27.61538,-1.015699,27.62358,-1.024946
1995,27.61158,-1.374354,27.6322,-1.01653,27.6406,-1.02494
1996,27.62744,-1.374628,27.64852,-1.01737,27.65681,-1.024934
1997,27.6446,-1.374902,27.66526,-1.01821,27.67351,-1.02493
1998,27.66044,-1.375175,27.6803,-1.019052,27.6897,-1.024925
1999,27.67719,-1.375449,27.69861,-1.019885,27.70602,-1.024922
2000,27.6938,-1.375726,27.71444,-1.020715,27.72244,-1.024919
2001,27.71041,-1.376005,27.73024,-1.021541,27.73956,-1.024918
2002,27.7265,-1.376284,27.74668,-1.022363,27.75488,-1.024916
2003,27.74298,-1.376563,27.7632,-1.023184,27.77145,-1.024915
2004,27.75918,-1.376839,27.78054,-1.024008,27.78872,-1.024915
2005,27.77633,-1.377114,27.79606,-1.02483,27.80436,-1.024916
2006,27.79186,-1.377389,27.81275,-1.025657,27.82152,-1.024917
2007,27.80785,-1.377663,27.83002,-1.026486,27.8371,-1.024919
2008,27.82482,-1.377936,27.84582,-1.027316,27.85398,-1.024922
2009,27.84127,-1.378208,27.86197,-1.028148,27.87075,-1.024926
2010,27.85712,-1.378478,27.87822,-1.028993,27.88662,-1.024931
2011,27.87424,-1.37875,27.8948,-1.029893,27.90296,-1.024936
2012,27.89121,-1.379024,27.91188,-1.030825,27.92024,-1.024942
2013,27.90714,-1.379301,27.92734,-1.03176,27.936,-1.024949
2014,27.92414,-1.379578,27.9437,-1.032669,27.95295,-1.024956
2015,27.93976,-1.379854,27.96084,-1.033533,27.96945,-1.024964
2016,27.95657,-1.380131,27.9771,-1.034374,27.98563,-1.024973
2017,27.97221,-1.380406,27.9936,-1.035208,28.0021,-1.024982
2018,27.98967,-1.380685,28.00991,-1.036041,28.01864,-1.024992
2019,28.00685,-1.380964,28.02649,-1.036874,28.0354,-1.025003
2020,28.0223,-1.381243,28.04294,-1.037704,28.05144,-1.025014
2021,28.03914,-1.381522,28.05969,-1.038534,28.06818,-1.025027
2022,28.05608,-1.381799,28.07535,-1.039366,28.08402,-1.02504
2023,28.07231,-1.382077,28.09256,-1.040199,28.10139,-1.025054
2024,28.08938,-1.382356,28.10852,-1.041036,28.11682,-1.02507
2025,28.10452,-1.382633,28.12576,-1.041872,28.13418,-1.025086
2026,28.12144,-1.382913,28.14142,-1.042709,28.15045,-1.025104
2027,28.13826,-1.383196,28.15764,-1.043545,28.16648,-1.025122
2028,28.15456,-1.383481,28.17358,-1.044383,28.1832,-1.025142
2029,28.17054,-1.383765,28.19086,-1.045267,28.20007,-1.025162
2030,28.18834,-1.384049,28.20766,-1.04613,28.21657,-1.025184
2031,28.20431,-1.384335,28.22385,-1.04697,28.23212,-1.025206
2032,28.21972,-1.384623,28.24033,-1.04781,28.24866,-1.025231
2033,28.23648,-1.384914,28.25724,-1.04865,28.2659,-1.025257
2034,28.25312,-1.385208,28.27275,-1.04949,28.28198,-1.025284
2035,28.26996,-1.385504,28.28931,-1.050329,28.29915,-1.025313
2036,28.2864,-1.385803,28.30664,-1.051169,28.3151,-1.025342
2037,28.30331,-1.386104,28.32289,-1.052016,28.33194,-1.025372
2038,28.31924,-1.386405,28.33886,-1.052858,28.3487,-1.025403
2039,28.33579,-1.386706,28.35584,-1.053702,28.36398,-1.025434
2040,28.3526,-1.387006,28.37202,-1.054558,28.38132,-1.025466
2041,28.36897,-1.387309,28.38887,-1.05544,28.39785,-1.025499
2042,28.38555,-1.387611,28.40456,-1.056293,28.4143,-1.025534
2043,28.40152,-1.387913,28.42185,-1.057136,28.43102,-1.02557
2044,28.41798,-1.388213,28.43848,-1.057974,28.44646,-1.025606
2045,28.43524,-1.388513,28.45372,-1.058809,28.46359,-1.025643
2046,28.45166,-1.388813,28.47057,-1.059643,28.48088,-1.025681
2047,28.46851,-1.389113,28.48713,-1.060473,28.49678,-1.02572
2048,28.48437,-1.389413,28.50348,-1.061305,28.51318,-1.02576
2049,28.50012,-1.389717,28.51958,-1.062141,28.52915,-1.0258
2050,28.51713,-1.390021,28.53634,-1.062981,28.54594,-1.02584
2051,28.53395,-1.390324,28.55287,-1.063821,28.56232,-1.025882
2052,28.5499,-1.390626,28.56938,-1.064659,28.57898,-1.025926
2053,28.56596,-1.390926,28.58656,-1.065494,28.59534,-1.02597
2054,28.58255,-1.391226,28.60067,-1.066328,28.61115,-1.026016
2055,28.5993,-1.391525,28.61931,-1.067163,28.62811,-1.026063
2056,28.61654,-1.391823,28.63532,-1.067996,28.6457,-1.02611
2057,28.63226,-1.39212,28.65183,-1.068828,28.66138,-1.026158
2058,28.64945,-1.392417,28.66802,-1.069657,28.67778,-1.026208
2059,28.66526,-1.392713,28.68402,-1.070481,28.69445,-1.026257
2060,28.6821,-1.393007,28.7011,-1.071302,28.7113,-1.026308
2061,28.69826,-1.393302,28.71697,-1.072122,28.72778,-1.026359
2062,28.71435,-1.393595,28.73355,-1.072942,28.7434,-1.026411
2063,28.73008,-1.393887,28.75016,-1.073758,28.7604,-1.026464
2064,28.74737,-1.394178,28.76668,-1.074573,28.77686,-1.026517
2065,28.76482,-1.394469,28.78342,-1.075385,28.79288,-1.026571
2066,28.78031,-1.394761,28.7994,-1.076201,28.80954,-1.026626
2067,28.7966,-1.395056,28.81582,-1.077016,28.82646,-1.026682
2068,28.8131,-1.395351,28.83197,-1.077829,28.84225,-1.026738
2069,28.83004,-1.395646,28.84873,-1.078642,28.85829,-1.026794
2070,28.84672,-1.395942,28.86559,-1.079458,28.87518,-1.026852
2071,28.86258,-1.396237,28.88237,-1.080274,28.89187,-1.026911
2072,28.87987,-1.396533,28.89808,-1.081088,28.90841,-1.02697
2073,28.8968,-1.396827,28.91446,-1.081904,28.92448,-1.027032
2074,28.91211,-1.397122,28.93035,-1.082721,28.94106,-1.027095
2075,28.92949,-1.397417,28.94738,-1.083543,28.95717,-1.027158
2076,28.94515,-1.397712,28.9638,-1.084363,28.97426,-1.027223
2077,28.96192,-1.398006,28.98014,-1.085188,28.99041,-1.027289
2078,28.97835,-1.398298,28.99685,-1.086013,29.00676,-1.027355
2079,28.99549,-1.398591,29.01322,-1.086837,29.02414,-1.027423
2080,29.0117,-1.398885,29.02936,-1.087666,29.04004,-1.027491
2081,29.02799,-1.39918,29.04634,-1.088535,29.05625,-1.027561
2082,29.04434,-1.399476,29.06265,-1.089432,29.07348,-1.027632
2083,29.06098,-1.399772,29.079,-1.090384,29.08943,-1.027706
2084,29.07705,-1.400073,29.09575,-1.091304,29.10647,-1.02778
2085,29.09392,-1.400374,29.11176,-1.092158,29.12247,-1.027854
2086,29.11087,-1.400678,29.12859,-1.092988,29.13843,-1.027929
2087,29.12668,-1.400985,29.14478,-1.093841,29.15572,-1.028006
2088,29.14337,-1.401295,29.16236,-1.094716,29.1726,-1.028084
2089,29.15923,-1.401606,29.17835,-1.095604,29.18894,-1.028165
2090,29.17634,-1.401919,29.19405,-1.096482,29.20497,-1.028249
2091,29.19231,-1.402235,29.21014,-1.097362,29.22162,-1.028336
2092,29.20975,-1.402554,29.22702,-1.098248,29.2374,-1.028423
2093,29.22517,-1.402874,29.24353,-1.099128,29.254,-1.028511
2094,29.2425,-1.403194,29.26143,-1.10001,29.27173,-1.0286
2095,29.25874,-1.403516,29.27707,-1.100863,29.288,-1.028692
2096,29.27536,-1.403843,29.29343,-1.101729,29.30335,-1.028787
2097,29.29132,-1.404171,29.30993,-1.102622,29.32044,-1.028885
2098,29.3076,-1.4045,29.32569,-1.103537,29.33737,-1.028985
2099,29.32482,-1.404828,29.34305,-1.104452,29.35276,-1.029085
2100,29.34146,-1.405158,29.35883,-1.105354,29.3698,-1.029186
2101,29.35811,-1.405488,29.37517,-1.106261,29.38684,-1.029288
2102,29.3743,-1.405826,29.39212,-1.107181,29.40228,-1.029391
2103,29.39067,-1.406166,29.40784,-1.108062,29.42032,-1.029494
2104,29.4081,-1.406506,29.4252,-1.108934,29.4356,-1.029599
2105,29.42392,-1.406849,29.44049,-1.109781,29.45266,-1.029704
2106,29.43953,-1.407193,29.4575,-1.110666,29.4686,-1.02981
2107,29.4565,-1.407539,29.47404,-1.111544,29.48561,-1.029917
2108,29.47385,-1.407887,29.49092,-1.11239,29.50197,-1.030025
2109,29.48985,-1.408235,29.50704,-1.113225,29.51804,-1.030134
2110,29.50684,-1.408584,29.52403,-1.114056,29.53504,-1.030243
2111,29.52342,-1.408933,29.53991,-1.114885,29.55113,-1.030353
2112,29.53927,-1.409283,29.55621,-1.115712,29.56886,-1.030466
2113,29.55574,-1.409633,29.57259,-1.116545,29.58453,-1.030579
2114,29.57223,-1.409982,29.58971,-1.117378,29.60053,-1.030692
2115,29.58755,-1.410332,29.60678,-1.118209,29.61728,-1.030808
2116,29.60521,-1.410686,29.62256,-1.11904,29.63359,-1.030926
2117,29.62173,-1.411042,29.6386,-1.119871,29.65044,-1.031043
2118,29.638,-1.411403,29.65625,-1.120697,29.66704,-1.031162
2119,29.65473,-1.411767,29.67143,-1.121522,29.6836,-1.031283
2120,29.67163,-1.412137,29.68848,-1.122347,29.69961,-1.031404
2121,29.68748,-1.412509,29.705,-1.12317,29.71652,-1.031527
2122,29.70458,-1.412883,29.72148,-1.123995,29.73232,-1.03165
2123,29.72076,-1.413258,29.73785,-1.124824,29.74944,-1.031773
2124,29.73635,-1.413631,29.75394,-1.125656,29.76555,-1.031897
2125,29.75377,-1.414002,29.7709,-1.126485,29.78207,-1.032021
2126,29.76968,-1.414373,29.78726,-1.127314,29.79898,-1.032147
2127,29.78662,-1.414742,29.80378,-1.128142,29.81606,-1.032274
2128,29.80238,-1.415112,29.81968,-1.128966,29.83191,-1.032404
2129,29.82015,-1.415484,29.83666,-1.12979,29.84756,-1.032537
2130,29.83579,-1.415854,29.85292,-1.130618,29.86515,-1.032673
2131,29.85263,-1.416222,29.87022,-1.131444,29.88162,-1.032809
2132,29.86914,-1.416589,29.88588,-1.132271,29.8982,-1.032947
2133,29.88567,-1.416955,29.90265,-1.133097,29.91432,-1.033091
2134,29.90218,-1.41732,29.91946,-1.133925,29.93016,-1.033237
2135,29.91881,-1.417684,29.93613,-1.134755,29.9473,-1.033385
2136,29.93524,-1.418045,29.95248,-1.135585,29.96448,-1.033533
2137,29.95219,-1.418406,29.9691,-1.136414,29.97997,-1.03368
2138,29.9686,-1.418764,29.98448,-1.137243,29.99705,-1.03383
2139,29.9845,-1.41912,30.00193,-1.13807,30.01338,-1.03398
2140,30.00089,-1.419475,30.01756,-1.138895,30.03084,-1.03413
2141,30.01753,-1.419827,30.03412,-1.139724,30.04707,-1.034281
2142,30.0341,-1.420177,30.05052,-1.140551,30.06409,-1.034432
2143,30.05155,-1.420526,30.06782,-1.141372,30.07974,-1.034588
2144,30.06671,-1.420879,30.08264,-1.142193,30.09564,-1.034748
2145,30.08414,-1.421237,30.10012,-1.143016,30.11228,-1.034908
2146,30.10056,-1.421599,30.11718,-1.143837,30.1288,-1.035069
2147,30.11668,-1.421963,30.13351,-1.14466,30.146,-1.035232
2148,30.13301,-1.422325,30.14956,-1.145485,30.16183,-1.035398
2149,30.1495,-1.422687,30.16553,-1.146312,30.17846,-1.035565
2150,30.16733,-1.423052,30.18278,-1.147141,30.19506,-1.035733
2151,30.18356,-1.423419,30.19888,-1.147968,30.21109,-1.035903
2152,30.19934,-1.423785,30.21582,-1.148796,30.228,-1.036073
2153,30.21666,-1.424149,30.23146,-1.149626,30.24356,-1.036244
2154,30.23152,-1.424512,30.24841,-1.150456,30.26069,-1.036417
2155,30.24795,-1.424875,30.26482,-1.151293,30.27722,-1.036591
2156,30.26624,-1.425237,30.28137,-1.152162,30.29258,-1.036765
2157,30.28094,-1.425601,30.29846,-1.153054,30.30968,-1.036941
2158,30.29814,-1.425967,30.3145,-1.153918,30.32666,-1.037119
2159,30.31467,-1.426334,30.33169,-1.154776,30.34367,-1.037298
2160,30.33066,-1.426701,30.34796,-1.155616,30.35933,-1.037477
2161,30.3476,-1.427067,30.36336,-1.156464,30.37592,-1.037656
2162,30.36413,-1.427433,30.38068,-1.157309,30.39233,-1.037835
2163,30.38065,-1.427799,30.39669,-1.158145,30.40958,-1.038015
2164,30.39646,-1.428168,30.41357,-1.15898,30.42645,-1.038199
2165,30.41352,-1.428536,30.42961,-1.159814,30.44241,-1.038386
2166,30.43013,-1.428903,30.44621,-1.160647,30.4588,-1.038574
2167,30.44666,-1.429272,30.46239,-1.161482,30.47556,-1.038764
2168,30.46308,-1.429642,30.47905,-1.162318,30.49234,-1.038955
2169,30.47918,-1.430013,30.49564,-1.163153,30.50875,-1.039145
2170,30.49648,-1.430383,30.51242,-1.163988,30.52537,-1.039336
2171,30.51246,-1.430752,30.52822,-1.164824,30.54199,-1.039526
2172,30.52869,-1.431122,30.54492,-1.165659,30.5584,-1.039718
2173,30.5464,-1.431492,30.56183,-1.166496,30.57463,-1.039909
2174,30.56318,-1.431862,30.57786,-1.167333,30.59168,-1.0401
2175,30.57904,-1.432231,30.59464,-1.168168,30.60885,-1.040293
2176,30.5957,-1.432602,30.61104,-1.169009,30.62452,-1.040487
2177,30.61238,-1.432973,30.62804,-1.16985,30.64133,-1.040685
2178,30.62853,-1.433342,30.64398,-1.170686,30.65784,-1.040883
2179,30.64484,-1.433716,30.66052,-1.171521,30.67404,-1.041082
2180,30.66104,-1.434097,30.67768,-1.172355,30.68978,-1.041281
2181,30.67834,-1.434481,30.69375,-1.173187,30.70694,-1.04148
2182,30.69405,-1.43487,30.71076,-1.174021,30.72276,-1.041678
2183,30.71065,-1.435263,30.72668,-1.174858,30.73932,-1.041876
2184,30.7273,-1.435657,30.74375,-1.175693,30.75651,-1.042076
2185,30.7441,-1.43605,30.75962,-1.176526,30.77252,-1.042276
2186,30.76044,-1.436441,30.77617,-1.177356,30.78868,-1.042478
2187,30.7775,-1.436833,30.79291,-1.178185,30.80572,-1.04268
2188,30.79329,-1.437228,30.80969,-1.179017,30.82256,-1.042881
2189,30.81004,-1.437624,30.82512,-1.179852,30.83896,-1.043083
2190,30.8264,-1.438024,30.84218,-1.18069,30.85516,-1.043286
2191,30.84329,-1.438426,30.85936,-1.181525,30.87144,-1.043491
2192,30.859,-1.438829,30.87506,-1.182362,30.88835,-1.043698
2193,30.8757,-1.439234,30.89148,-1.18322,30.90456,-1.043909
2194,30.89224,-1.439638,30.9077,-1.184061,30.92061,-1.044122
2195,30.90874,-1.440041,30.924,-1.184902,30.93787,-1.044336
2196,30.92605,-1.440442,30.94088,-1.185741,30.95451,-1.044552
2197,30.94236,-1.440846,30.95713,-1.186576,30.97123,-1.044768
2198,30.95852,-1.44125,30.97334,-1.187409,30.98772,-1.044984
2199,30.97506,-1.441654,30.9908,-1.188242,31.00383,-1.045199
2200,30.99179,-1.442058,31.00693,-1.189072,31.02051,-1.045414
2201,31.00885,-1.44246,31.02318,-1.189899,31.03733,-1.045628
2202,31.02464,-1.442863,31.03923,-1.190721,31.05331,-1.045844
2203,31.04114,-1.443263,31.05621,-1.191539,31.07073,-1.046059
2204,31.05824,-1.443662,31.07314,-1.19236,31.08721,-1.046276
2205,31.07495,-1.444059,31.08958,-1.19319,31.10253,-1.046494
2206,31.09105,-1.444456,31.10704,-1.194021,31.11981,-1.046715
2207,31.10778,-1.444855,31.12278,-1.19485,31.13632,-1.046942
2208,31.12398,-1.445255,31.13965,-1.195676,31.15301,-1.047172
2209,31.14014,-1.445656,31.15621,-1.196504,31.1685,-1.047409
2210,31.15645,-1.446056,31.1727,-1.197334,31.18625,-1.047651
2211,31.17301,-1.446458,31.1889,-1.198161,31.20197,-1.047895
2212,31.18903,-1.446862,31.20532,-1.198984,31.21818,-1.04814
2213,31.2067,-1.447267,31.22274,-1.199804,31.23552,-1.048389
2214,31.22331,-1.447673,31.23833,-1.200624,31.25221,-1.048643
2215,31.24044,-1.448082,31.25516,-1.201448,31.26782,-1.048901
2216,31.2565,-1.448493,31.2713,-1.202276,31.28372,-1.04916
2217,31.27205,-1.448904,31.28825,-1.203103,31.3016,-1.049421
2218,31.28934,-1.449316,31.30428,-1.203926,31.31862,-1.049684
2219,31.30468,-1.449727,31.32039,-1.204748,31.33542,-1.049946
2220,31.32227,-1.450139,31.33658,-1.205574,31.35089,-1.050209
2221,31.33865,-1.450548,31.35428,-1.206417,31.36686,-1.05047
2222,31.35547,-1.450954,31.37118,-1.207259,31.38364,-1.05073
2223,31.37146,-1.451358,31.38598,-1.20809,31.40055,-1.05099
2224,31.38883,-1.451762,31.402,-1.208919,31.41768,-1.05125
2225,31.40463,-1.452168,31.41903,-1.209744,31.43305,-1.051509
2226,31.42104,-1.452576,31.43504,-1.210569,31.45013,-1.051766
2227,31.4373,-1.452986,31.45172,-1.211391,31.46646,-1.052023
2228,31.45552,-1.453397,31.46834,-1.212212,31.48275,-1.052279
2229,31.47065,-1.45381,31.48475,-1.213031,31.49884,-1.052537
2230,31.48781,-1.45422,31.50172,-1.213848,31.51646,-1.052796
2231,31.50392,-1.454631,31.51851,-1.214664,31.53298,-1.053058
2232,31.5207,-1.455042,31.53444,-1.215476,31.54886,-1.053321
2233,31.5368,-1.455454,31.55142,-1.216286,31.56611,-1.053587
2234,31.55361,-1.455869,31.56757,-1.217092,31.58263,-1.053858
2235,31.56987,-1.456284,31.5843,-1.217899,31.59882,-1.054129
2236,31.58611,-1.4567,31.60054,-1.218706,31.61455,-1.054402
2237,31.60344,-1.457118,31.61717,-1.219516,31.63254,-1.054676
2238,31.6197,-1.457538,31.63434,-1.220326,31.6476,-1.054951
2239,31.63578,-1.457962,31.64984,-1.221135,31.66443,-1.055227
2240,31.65266,-1.458388,31.66718,-1.221942,31.6815,-1.055506
2241,31.66856,-1.458811,31.68366,-1.222746,31.69804,-1.055788
2242,31.68559,-1.459232,31.69997,-1.223549,31.71418,-1.05607
2243,31.70236,-1.459652,31.71608,-1.224354,31.73026,-1.056356
2244,31.7188,-1.460076,31.73369,-1.225156,31.74763,-1.056643
2245,31.7351,-1.460505,31.7497,-1.225961,31.76378,-1.056934
2246,31.75168,-1.460934,31.76548,-1.226768,31.78006,-1.057227
2247,31.76812,-1.461363,31.78278,-1.227577,31.79657,-1.057523
2248,31.78555,-1.461789,31.79882,-1.228389,31.81326,-1.057824
2249,31.80108,-1.462214,31.81534,-1.229201,31.82996,-1.058129
2250,31.8181,-1.462638,31.83236,-1.230018,31.84686,-1.058437
2251,31.83444,-1.463061,31.84852,-1.230893,31.86387,-1.058747
2252,31.85034,-1.463482,31.86508,-1.231782,31.88099,-1.059056
2253,31.86726,-1.463904,31.88138,-1.232689,31.89616,-1.059363
2254,31.88417,-1.464325,31.89764,-1.233622,31.91222,-1.05967
2255,31.90048,-1.464746,31.91473,-1.234527,31.92885,-1.059977
2256,31.91737,-1.465169,31.93174,-1.235403,31.94605,-1.060284
2257,31.93391,-1.465591,31.9466,-1.236234,31.96343,-1.060595
2258,31.94981,-1.466013,31.9645,-1.237052,31.9796,-1.060909
2259,31.96635,-1.466438,31.98046,-1.237874,31.99522,-1.061224
2260,31.9825,-1.466862,31.99678,-1.238693,32.01211,-1.061539
2261,32.00002,-1.467285,32.01376,-1.239509,32.02922,-1.061852
2262,32.01618,-1.467707,32.0302,-1.24032,32.0451,-1.062165
2263,32.03322,-1.468129,32.04669,-1.241128,32.06152,-1.062476
2264,32.04932,-1.468552,32.06342,-1.241934,32.07809,-1.062788
2265,32.0654,-1.468974,32.07954,-1.242743,32.09415,-1.063099
2266,32.0821,-1.469395,32.09619,-1.243551,32.1119,-1.06341
2267,32.09909,-1.469821,32.11284,-1.244358,32.12768,-1.063725
2268,32.11543,-1.470251,32.12906,-1.245162,32.14436,-1.064043
2269,32.13175,-1.47068,32.14606,-1.245966,32.16084,-1.064361
2270,32.14911,-1.471106,32.16245,-1.246772,32.1774,-1.064685
2271,32.16562,-1.471533,32.17861,-1.247581,32.19348,-1.06501
2272,32.18169,-1.471956,32.19484,-1.248394,32.21018,-1.065335
2273,32.19731,-1.472376,32.21191,-1.24921,32.22765,-1.065662
2274,32.21438,-1.472796,32.22855,-1.250024,32.24341,-1.065988
2275,32.23168,-1.473216,32.24462,-1.250838,32.25958,-1.066314
2276,32.24824,-1.473637,32.26082,-1.251655,32.2768,-1.066638
2277,32.26348,-1.474058,32.27736,-1.252476,32.29354,-1.066961
2278,32.28019,-1.474478,32.29428,-1.253297,32.30998,-1.067283
2279,32.29763,-1.4749,32.31085,-1.254118,32.32594,-1.067606
2280,32.31387,-1.475322,32.32758,-1.254938,32.34252,-1.067928
2281,32.33063,-1.475744,32.3437,-1.255753,32.3597,-1.06825
2282,32.3473,-1.476164,32.36035,-1.256567,32.37548,-1.06857
2283,32.3633,-1.476584,32.37683,-1.257378,32.39277,-1.06889
2284,32.38028,-1.477004,32.39325,-1.258186,32.409,-1.06921
2285,32.39697,-1.477426,32.40925,-1.258991,32.42547,-1.069532
2286,32.4138,-1.477846,32.42654,-1.259797,32.44205,-1.069855
2287,32.42916,-1.478268,32.44225,-1.260606,32.45936,-1.070175
2288,32.4468,-1.478688,32.45935,-1.261418,32.47567,-1.070496
2289,32.46266,-1.479106,32.47628,-1.262229,32.49203,-1.070818
2290,32.47854,-1.479524,32.49248,-1.263039,32.5073,-1.071142
2291,32.496,-1.479944,32.50918,-1.263851,32.52451,-1.071466
2292,32.51254,-1.480365,32.52539,-1.264663,32.54125,-1.071788
2293,32.52858,-1.480786,32.5418,-1.265478,32.55789,-1.072114
